input,labels
I went to the hospital yesterday .,1
Crush the biscuits as fine as you can .,0
"Also , not just dealing with these problems , the government should find the roots of crime .",1
Today the wind blew heavily here ,1
So I can not image how is it .,0
The children were regarded as the unique by their parents .,0
 Students who turn their efforts to study at university and have a intension to continue to play at college sport team .,0
I got home and watched TV .,0
I need movies .,1
"Due to the existing bus route , many students ca not take the bus .",1
 - - THE SHOCKING,0
"Then , I joined a Job Preparation Program , to get a certificate to be able to enter the Internship Program , for months .",1
He wanted to live to at least years old .,1
Currently I like pop - music .,1
"I did not know the reason why , because he can speak just Turkish .",1
That is against rule .,1
"Now we are living in the high - technology age . Specifically , we are now using the Internet to easily access the language website .",1
"Four , Sonny Rollins ' album , The Blue Note Years .",1
I have watched much news that many electric devices were exploded in China .,0
"If you are OK , please check ! ",0
Because of the school garden party .,1
I majored in Quality Control when I was a graduate student .,1
I think because of the accent .,1
I had a curry for lunch with my friend .,1
February to March .,0
"On the other hand , the name can enrich your life .",1
"In our mutual isolation of language and experience , we could only gaze in wonder , mystified that we had come to be sitting",1
HelpIneedsomeone ? !,0
Too many people .,1
economy is good .,0
I love the fragrance .,1
I have to take the lELTS test next year in order to get my permanent resident status but I have no confidence in getting a good scare .,1
"I just whisper to my heart my parents , I love you . I always do something to make them feel my love .",1
"My three - year - old daughter has a slight cold , and has been coughing a little for a few days .",1
I had not buy the heaters I wanted and I was spilt some porridge by someone .,0
"When I was there , I heard their troubles .",1
"The author tried to describe a bandwidth sufficiency crisis in classical pessimistic economics style , which worries the natural limited amount of resources would be soon exhausted and then cause a series of economical impact .",0
"I used to have lunch , watch movies , go shopping and go somewhere with her .",1
It is a long time ago .,1
About my future,0
My morning began at am .,0
I am able to handle English grammar properly but hardly any book explains the register and the style of this sort of expression .,1
"Today , I have a hangover .",1
Every day we have less time and we need to do more things .,0
Sorry for the many typos .,1
I was finished my tasks on work for today,0
Important dates,0
"Thanks to the high temperature of these days , my lovely old - fashioned PC eventually learned how to hang - up itself .",0
posted at ,0
"But in the East , people take pictures within backgrounds .",0
Nice to meet you !,0
I m also one of them .,0
The Cove deals with dolphin hunting in Japan .,0
I reconfirm that I like to go out to work .,1
"As soon as I checked E - mail , I left my home to go to the book and CD shop .",1
I am really worried about him .,0
Today I had slept until .,0
For example .,1
It is my urgent task .,0
They had so much fun being together they stopped working hard .,1
"He donated to the Watoto , WWF and Rotary club and he fed little birds .",1
"As for me , I hope that someday I will be able to write correct English , so I must study rightly and continuously .",1
We feel puzzled when we read those outdated materials .,1
"Thanks to them , I could get used to this area immediately .",0
"One piece of one - dollar bill , two pieces of dimes , ",0
Dear All,0
Reading always satisfies me .,0
